SKU,Product,Manufacturer,Category,Type,Thickness,Pack Quantity,Species,Finish,Width,Length,Cost ex VAT,Sell ex VAT,Sell inc VAT,Twickenham,Richmond,Discontinued?,Show on Website?
WO67960WOO,Goodrich Natural Oak,Woodpecker,Wood,Herringbone,15,1.296,European Oak,Lacquer,90,400,50.00,70.00,84.00,Yes,Yes,,Yes
WO78355WOO,Goodrich Coffee Oak,Woodpecker,Wood,Herringbone,15,1.296,European Oak,Lacquer,90,400,54.50,76.67,92.00,Yes,Yes,,Yes
WO78074WOO,Goodrich Smoked Oak,Woodpecker,Wood,Herringbone,15,1.296,European Oak,Lacquer,90,400,56.50,79.17,95.00,Yes,Yes,,Yes
WO14635WOO,Goodrich Espresso Oak,Woodpecker,Wood,Herringbone,15,1.296,European Oak,Lacquer,90,400,56.50,79.17,95.00,Yes,Yes,,Yes
WO21246WOO,Goodrich Salted Oak,Woodpecker,Wood,Herringbone,15,1.296,European Oak,Lacquer,90,400,64.50,90.00,108.00,Yes,Yes,,Yes
WO68873WOO,Goodrich Barn Oak,Woodpecker,Wood,Herringbone,15,1.296,European Oak,Lacquer,90,400,66.50,93.33,112.00,Yes,Yes,,Yes
WO77974WOO,Goodrich Charred Oak,Woodpecker,Wood,Herringbone,15,1.296,European Oak,Oil,90,400,66.50,93.33,112.00,Yes,Yes,,Yes
WO36973WOO,Goodrich Spiced Oak,Woodpecker,Wood,Herringbone,15,1.296,European Oak,Oil,90,400,66.50,93.33,112.00,,,,Yes
WO15674WOO,Goodrich Foundry Oak,Woodpecker,Wood,Herringbone,15,1.296,European Oak,Oil,90,400,66.50,93.33,112.00,,,,Yes
WO52821WOO,Goodrich Cathedral Oak,Woodpecker,Wood,Herringbone,15,1.296,European Oak,Oil,90,400,66.50,93.33,112.00,,,,Yes
WO64162WOO,Highclere Feather Oak,Woodpecker,Wood,Herringbone,15,1.44,European Oak,Lacquer,120,600,59.00,82.50,99.00,,,,Yes
WO14546WOO,Highclere Natural Oak,Woodpecker,Wood,Herringbone,15,1.44,European Oak,Lacquer,120,600,54.50,76.67,92.00,,,,Yes
WO70230WOO,Highclere Coffee Oak,Woodpecker,Wood,Herringbone,15,1.44,European Oak,Lacquer,120,600,59.00,82.50,99.00,,,,Yes
WO73955WOO,Highclere Biscotti Oak,Woodpecker,Wood,Herringbone,15,1.44,European Oak,Lacquer,120,600,59.00,82.50,99.00,,,,Yes
WO79535WOO,Chepstow Planed Grey Oak,Woodpecker,Wood,Plank,21,2.11,European Oak,Oil,189,1860,67.00,94.17,113.00,,Yes,,Yes
WO93485WOO,Chepstow Rustic Oak (Unfinished),Woodpecker,Wood,Plank,21,2.11,European Oak,Unfinished,189,1860,60.50,85.00,102.00,,Yes,,Yes
WO62110WOO,Chepstow Rustic Oak (Lacq.),Woodpecker,Wood,Plank,21,2.11,European Oak,Lacquer,189,1860,61.50,85.83,103.00,,Yes,,Yes
WO72433WOO,Chepstow Rustic Oak (Oiled),Woodpecker,Wood,Plank,21,2.11,European Oak,Oil,189,1860,61.50,85.83,103.00,,Yes,,Yes
WO55781WOO,Chepstow Rustic Oak (240),Woodpecker,Wood,Plank,21,2.11,European Oak,Oil,240,2200,71.50,100.00,120.00,,Yes,,Yes
WO85946WOO,Chepstow Washed Oak (190),Woodpecker,Wood,Plank,21,2.166,European Oak,Oil,190,1900,67.00,94.17,113.00,,Yes,,Yes
WO17510WOO,Chepstow Washed Oak (240),Woodpecker,Wood,Plank,21,2.11,European Oak,Oil,240,2200,77.50,108.33,130.00,,Yes,,Yes
WO57551WOO,Chepstow Antique Oak (190),Woodpecker,Wood,Plank,21,2.166,European Oak,Oil,190,1900,67.00,94.17,113.00,,Yes,,Yes
WO21724WOO,Chepstow Antique Oak (240),Woodpecker,Wood,Plank,21,2.11,European Oak,Oil,240,2200,76.00,106.67,128.00,,Yes,,Yes
WO19999WOO,Chepstow Flaxen Oak,Woodpecker,Wood,Plank,21,2.166,European Oak,Oil,190,1900,76.00,106.67,128.00,,,,Yes
WO95338WOO,Chepstow Shale Oak,Woodpecker,Wood,Plank,21,2.166,European Oak,Oil,190,1900,76.00,106.67,128.00,,,,Yes
WO48054WOO,Chepstow Silverglade Oak,Woodpecker,Wood,Plank,21,2.166,European Oak,Oil,190,1900,76.00,106.67,128.00,,,,Yes
WO66768WOO,Chepstow Distressed Charcoal Oak (190),Woodpecker,Wood,Plank,21,1.444,European Oak,Oil,190,1900,76.00,106.67,128.00,,Yes,,Yes
WO99050WOO,Chepstow Distressed Charcoal Oak (240),Woodpecker,Wood,Plank,21,2.11,European Oak,Oil,240,2200,86.00,115.83,139.00,,Yes,,Yes
WO84516WOO,Berkeley White Oak,Woodpecker,Wood,Plank,15,2.11,European Oak,Lacquer,190,1860,61.50,85.83,103.00,Yes,Yes,,Yes
WO18566WOO,Berkeley Grey Oak,Woodpecker,Wood,Plank,15,2.11,European Oak,Lacquer,190,1860,61.50,85.83,103.00,Yes,Yes,,Yes
WO26409WOO,Berkeley Smoked Oak,Woodpecker,Wood,Plank,15,2.166,European Oak,Lacquer,190,1860,61.50,85.83,103.00,Yes,Yes,,Yes
WO92791WOO,Berkeley Cathedral Oak,Woodpecker,Wood,Plank,15,2.11,European Oak,Oil,190,1860,75.00,105.00,126.00,Yes,Yes,,Yes
WO92659WOO,Berkeley Archway Oak,Woodpecker,Wood,Plank,16,2.166,European Oak,Lacquer,190,1860,75.00,105.00,126.00,,,,Yes
WO59348WOO,Berkeley Burnt Oak,Woodpecker,Wood,Plank,15,2.11,European Oak,Lacquer,190,1860,61.50,85.83,103.00,Yes,Yes,,Yes
WO56911WOO,Berkeley Cottage Oak,Woodpecker,Wood,Plank,15,2.11,European Oak,Lacquer,190,1860,75.00,105.00,126.00,Yes,Yes,,Yes
WO14846WOO,Berkeley Calico Oak,Woodpecker,Wood,Plank,15,2.11,European Oak,Lacquer,190,1860,75.00,105.00,126.00,Yes,Yes,,Yes
WO84822WOO,Berkeley Classic Walnut,Woodpecker,Wood,Plank,15,2.11,American Walnut,Lacquer,190,1860,75.00,105.00,126.00,Yes,Yes,,Yes
WO41191WOO,Berkeley Rugged Oak,Woodpecker,Wood,Plank,15,2.11,European Oak,Oil,190,1860,75.00,105.00,126.00,Yes,Yes,,Yes
WO61203WOO,Berkeley Charterhouse Oak,Woodpecker,Wood,Plank,15,2.11,European Oak,Oil,190,1860,75.00,105.00,126.00,,,,Yes
WO68468WOO,Berkeley Priory Oak,Woodpecker,Wood,Plank,15,2.11,European Oak,Oil,190,1860,75.00,105.00,126.00,,,,Yes
WO16233WOO,Berkeley Cellar Oak,Woodpecker,Wood,Plank,15,2.11,European Oak,Oil,190,1860,75.00,105.00,126.00,Yes,Yes,,Yes
WO45851WOO,Design Panels (750 X 750) Sandringham Limed Oak Multi Micro Bevel,Woodpecker,Wood,Panel,15,0.56,European Oak,Oil,750,750,125.00,208.33,250.00,,Yes,,Yes
WO28160WOO,Design Panels (750 X 750) Sandringham Royal Oak Multi Micro Bevel,Woodpecker,Wood,Panel,15,0.56,European Oak,Oil,750,750,125.00,208.33,250.00,,,,Yes
WO77318WOO,Design Panels (750 X 750) Sandringham Aged Oak Multi Micro Bevel,Woodpecker,Wood,Panel,15,0.56,European Oak,Oil,750,750,125.00,208.33,250.00,,,,Yes
WO85448WOO,Design Panels (750 X 750) Highgrove Limed Oak No Bevel,Woodpecker,Wood,Panel,15,0.56,European Oak,Oil,750,750,125.00,208.33,250.00,,,,Yes
WO62907WOO,Design Panels (750 X 750) Highgrove Royal Oak No Bevel,Woodpecker,Wood,Panel,15,0.56,European Oak,Oil,750,750,125.00,208.33,250.00,,,,Yes
WO80640WOO,Design Panels (750 X 750) Highgrove Aged Oak No Bevel,Woodpecker,Wood,Panel,15,0.56,European Oak,Oil,750,750,125.00,208.33,250.00,,,,Yes
WO67612VFX,Heritage Rockingham,V4,Wood,Plank,14,2.888,European Oak,Oil,190,1900,45.50,68.33,82.00,,Yes,,Yes
WO71853VFX,Heritage Toridan,V4,Wood,Plank,14,2.888,European Oak,Oil,190,1900,45.50,68.33,82.00,,Yes,,Yes
WO64794VFX,StripWall Panels Light Grey,V4,Wood,Cladding,21,1.44,Spruce,Digital Foil Veneer,600,2400,30.30,50.00,60.00,,Yes,,
WO32078VFX,StripWall Panels Natural Oak Light,V4,Wood,Cladding,21,1.44,Spruce,Digital Foil Veneer,600,2400,30.30,50.00,60.00,,Yes,,
WO36439VFX,StripWall Panels Natutal Oak,V4,Wood,Cladding,21,1.44,Spruce,Digital Foil Veneer,600,2400,30.30,50.00,60.00,,Yes,,
WO68476VFX,StripWall Panels Solid Grey,V4,Wood,Cladding,21,1.44,Spruce,Digital Foil Veneer,600,2400,30.30,50.00,60.00,,Yes,,
WO21573VFX,StripWall Panels Teak,V4,Wood,Cladding,21,1.44,Spruce,Digital Foil Veneer,600,2400,30.30,50.00,60.00,,Yes,,
WO15544VFX,StripWall Panels Walnut,V4,Wood,Cladding,21,1.44,Spruce,Digital Foil Veneer,600,2400,30.30,50.00,60.00,,Yes,,
WO62967VFX,StripWall Panels Washy Grey,V4,Wood,Cladding,21,1.44,Spruce,Digital Foil Veneer,600,2400,30.30,50.00,60.00,,Yes,,
WO89220VFX,StripWall Panels Washy Natural,V4,Wood,Cladding,21,1.44,Spruce,Digital Foil Veneer,600,2400,30.30,50.00,60.00,,Yes,,
WO95621VFX,Tundra Chevron Misty Grey,V4,Wood,Chevron,9,L&R 5.06,European Oak,Oil,90,610,61.05,85.83,103.00,,Yes,,Yes
WO36045VFX,Tundra Chevron Natural,V4,Wood,Chevron,9,L&R 5.06,European Oak,Oil,90,610,59.75,83.33,100.00,,Yes,,Yes
WO66013VFX,Tundra Chevron Seashell,V4,Wood,Chevron,9,L&R 5.06,European Oak,Oil,90,610,61.05,85.83,103.00,,Yes,,Yes
WO20441VFX,Tundra Chevron Smoked,V4,Wood,Chevron,10,L&R 4.62,European Oak,Oil,90,610,70.35,98.33,118.00,,Yes,,Yes
WO51598VFX,Tundra Chevron Thermo,V4,Wood,Chevron,10,L&R 4.62,European Oak,Oil,90,610,65.70,91.67,110.00,,Yes,,Yes
WO93934VFX,Tundra Herringbone Misty Grey,V4,Wood,Herringbone,11,L&R 4.12,European Oak,Oil,70,490,35.35,55.00,66.00,,Yes,,Yes
WO14281VFX,Tundra Herringbone Natural,V4,Wood,Herringbone,11,L&R 4.12,European Oak,Oil,70,490,33.99,55.83,67.00,,Yes,,Yes
WO24358VFX,Tundra Herringbone Seashell,V4,Wood,Herringbone,11,L&R 4.12,European Oak,Oil,70,490,35.35,55.00,66.00,,Yes,,Yes
WO40437VFX,Tundra Herringbone Smoked,V4,Wood,Herringbone,11,L&R 4.12,European Oak,Oil,70,490,41.95,63.33,76.00,,Yes,,Yes
WO64023VFX,Tundra Herringbone Thermo,V4,Wood,Herringbone,11,L&R 4.12,European Oak,Oil,70,490,37.99,59.17,71.00,,Yes,,Yes
WO82587VFX,Tundra Plank Misty Grey,V4,Wood,Plank,14,1*,European Oak,Oil,190,1700 – 2000,59.60,83.33,100.00,,Yes,,Yes
WO33031VFX,Tundra Plank Natural,V4,Wood,Plank,14,1*,European Oak,Oil,190,1700 – 2000,57.75,80.83,97.00,,Yes,,Yes
WO32205VFX,Tundra Plank Seashell,V4,Wood,Plank,14,1*,European Oak,Oil,190,1700 – 2000,59.60,83.33,100.00,,Yes,,Yes
WO90033VFX,Tundra Plank Smoked,V4,Wood,Plank,14,1*,European Oak,Oil,190,1700 – 2000,66.40,93.33,112.00,,Yes,,Yes
WO16957VFX,Tundra Plank Thermo,V4,Wood,Plank,14,1*,European Oak,Oil,190,1700 – 2000,63.60,89.17,107.00,,Yes,,Yes
WO52803VFX,Unfinished Herringbone,V4,Wood,Herringbone,14,1.44,European Oak,Unfinished,90,400,33.50,55.00,66.00,,Yes,,
WO12963VFX,Unfinished Plank,V4,Wood,Plank,14,2.888,European Oak,Unfinished,190,1900,35.50,55.00,66.00,,Yes,,
WO62203VFX,Unfinished Versailles Panel,V4,Wood,Panel,20,0.64,European Oak,Unfinished,800,800,54.00,75.83,91.00,,Yes,,
WO17682WOO ,Harlech Espresso Oak,Woodpecker,Wood,Plank,15,2.166,European Oak,Lacquer,190,1900,49.00,73.33,88.00,Yes,Yes,,Yes
WO76304BES,Bridlington Buff (Solid Parquet),Bespoke by Woven & Woods,Wood,Herringbone,10,2.16,European Oak,Oil,70,280,52.00,72.50,87.00,,Yes,,Yes
WO27971BES,Gateholm Grey (Solid Parquet),Bespoke by Woven & Woods,Wood,Herringbone,10,2.16,European Oak,Oil,70,280,52.00,72.50,87.00,,Yes,,Yes
WO22834BES,Fistral Fawn (Solid Parquet),Bespoke by Woven & Woods,Wood,Herringbone,10,2.16,European Oak,Oil,70,280,48.00,71.67,86.00,,Yes,,Yes
WO77525BES,Barleycove Beige (Solid Parquet),Bespoke by Woven & Woods,Wood,Herringbone,10,2.16,European Oak,Oil,70,280,52.00,72.50,87.00,,Yes,,Yes
WO87053BES,Tawnyard Tan (Solid Parquet),Bespoke by Woven & Woods,Wood,Herringbone,10,2.16,European Oak,Oil,70,280,52.00,72.50,87.00,,Yes,,Yes
WO46884BES,Woolacombe White (Solid Parquet),Bespoke by Woven & Woods,Wood,Herringbone,10,2.16,European Oak,Oil,70,280,48.00,71.67,86.00,,Yes,,Yes
WO95786BES,Clevedon Cream (Solid Parquet),Bespoke by Woven & Woods,Wood,Herringbone,10,2.16,European Oak,Oil,70,280,52.00,72.50,87.00,,Yes,,Yes
WO62246BES,Bempton Brown (Solid Parquet),Bespoke by Woven & Woods,Wood,Herringbone,10,2.16,European Oak,Oil,70,280,52.00,72.50,87.00,,Yes,,Yes
WO70899BES,Cogley Carob (Solid Parquet),Bespoke by Woven & Woods,Wood,Herringbone,10,2.16,European Oak,Oil,70,280,48.00,71.67,86.00,,Yes,,Yes
WO83520BES,Mealt Loch Mocha (Solid Parquet),Bespoke by Woven & Woods,Wood,Herringbone,10,2.16,European Oak,Oil,70,280,52.00,72.50,87.00,,Yes,,Yes
WO55607BES,Bridlington Buff (Engineered),Bespoke by Woven & Woods,Wood,Herringbone,15/4,1,European Oak,Oil,70,350,75.00,105.00,126.00,,Yes,,
WO77963BES,Gateholm Grey (Engineered),Bespoke by Woven & Woods,Wood,Herringbone,15/4,1,European Oak,Oil,70,350,75.00,105.00,126.00,,Yes,,
WO54192BES,Fistral Fawn (Engineered),Bespoke by Woven & Woods,Wood,Herringbone,15/4,1,European Oak,Oil,70,350,75.00,105.00,126.00,,Yes,,
WO83994BES,Barleycove Beige (Engineered),Bespoke by Woven & Woods,Wood,Herringbone,15/4,1,European Oak,Oil,70,350,75.00,105.00,126.00,,Yes,,
WO15562BES,Tawnyard Tan (Engineered),Bespoke by Woven & Woods,Wood,Herringbone,15/4,1,European Oak,Oil,70,350,75.00,105.00,126.00,,Yes,,
WO85318BES,Woolacombe White (Engineered),Bespoke by Woven & Woods,Wood,Herringbone,15/4,1,European Oak,Oil,70,350,75.00,105.00,126.00,,Yes,,
WO30388BES,Clevedon Cream (Engineered),Bespoke by Woven & Woods,Wood,Herringbone,15/4,1,European Oak,Oil,70,350,75.00,105.00,126.00,,Yes,,
WO48311BES,Bempton Brown (Engineered),Bespoke by Woven & Woods,Wood,Herringbone,15/4,1,European Oak,Oil,70,350,75.00,105.00,126.00,,Yes,,
WO54522BES,Cogley Carob (Engineered),Bespoke by Woven & Woods,Wood,Herringbone,15/4,1,European Oak,Oil,70,350,75.00,105.00,126.00,,Yes,,
WO23516BES,Mealt Loch Mocha (Engineered),Bespoke by Woven & Woods,Wood,Herringbone,15/4,1,European Oak,Oil,70,350,75.00,105.00,126.00,,Yes,,
WO26206BES,Sardinia Villamar (180),Bespoke by Woven & Woods,Wood,Plank,12/3,2.592,European Oak,Oil,180,600 – 2400,61.95,86.67,104.00,,Yes,,Yes
WO67432BES,Sardinia Soelli (180),Bespoke by Woven & Woods,Wood,Plank,12/3,2.592,European Oak,Oil,180,600 – 2400,61.95,86.67,104.00,,Yes,,Yes
WO26164BES,Sardinia Guspini (180),Bespoke by Woven & Woods,Wood,Plank,12/3,2.592,European Oak,Oil,180,600 – 2400,61.95,86.67,104.00,,Yes,,Yes
WO57957BES,Sardinia Posada (180),Bespoke by Woven & Woods,Wood,Plank,12/3,2.592,European Oak,Oil,180,600 – 2400,61.95,86.67,104.00,,,,Yes
WO60019BES,Sardinia Pula (180),Bespoke by Woven & Woods,Wood,Plank,12/3,2.592,European Oak,Oil,180,600 – 2400,56.95,80.00,96.00,,,,Yes
WO17541BES,Sardinia Neoneli (180),Bespoke by Woven & Woods,Wood,Plank,12/3,2.592,European Oak,Oil,180,600 – 2400,61.95,86.67,104.00,,,,Yes
WO17192BES,Sardinia Pietra (180),Bespoke by Woven & Woods,Wood,Plank,12/3,2.592,European Oak,Oil,180,600 – 2400,56.95,80.00,96.00,,,,Yes
WO24030BES,Sardinia Florinas (180),Bespoke by Woven & Woods,Wood,Plank,12/3,2.592,European Oak,Oil,180,600 – 2400,56.95,80.00,96.00,,,,Yes
WO48666BES,Sardinia Loceri (180),Bespoke by Woven & Woods,Wood,Plank,12/3,2.592,European Oak,Oil,180,600 – 2400,61.95,86.67,104.00,,,,Yes
WO89232BES,Sardinia Villamar (Herringbone),Bespoke by Woven & Woods,Wood,Herringbone,12/3,1.44,European Oak,Oil,120,600,65.95,92.50,111.00,,,,Yes
WO94970BES,Sardinia Soelli (Herringbone),Bespoke by Woven & Woods,Wood,Herringbone,12/3,1.44,European Oak,Oil,120,600,65.95,92.50,111.00,,,,Yes
WO34975BES,Sardinia Guspini (Herringbone),Bespoke by Woven & Woods,Wood,Herringbone,12/3,1.44,European Oak,Oil,120,600,65.95,92.50,111.00,,,,Yes
WO46369BES,Sardinia Posada (Herringbone),Bespoke by Woven & Woods,Wood,Herringbone,12/3,1.44,European Oak,Oil,120,600,60.95,85.00,102.00,,Yes,,Yes
WO74227BES,Sardinia Pula (Herringbone),Bespoke by Woven & Woods,Wood,Herringbone,12/3,1.44,European Oak,Oil,120,600,60.95,85.00,102.00,,Yes,,Yes
WO63918BES,Sardinia Neoneli (Herringbone),Bespoke by Woven & Woods,Wood,Herringbone,12/3,1.44,European Oak,Oil,120,600,65.95,92.50,111.00,,Yes,,Yes
WO62371BES,Sardinia Pietra (Herringbone),Bespoke by Woven & Woods,Wood,Herringbone,12/3,1.44,European Oak,Oil,120,600,60.95,85.00,102.00,,Yes,,Yes
WO74194BES,Sardinia Florinas (Herringbone),Bespoke by Woven & Woods,Wood,Herringbone,12/3,1.44,European Oak,Oil,120,600,60.95,85.00,102.00,,Yes,,Yes
WO68765BES,Sardinia Loceri (Herringbone),Bespoke by Woven & Woods,Wood,Herringbone,12/3,1.44,European Oak,Oil,120,600,65.95,92.50,111.00,,Yes,,Yes
WO87225BES,Richmond Clarence (Herringbone) Rustic,Bespoke by Woven & Woods,Wood,Herringbone,10/4,2.47,European Oak,Oil,70,490,56.95,80.00,96.00,,Yes,,Yes
WO85789BES,Richmond Wick (Herringbone) Rustic,Bespoke by Woven & Woods,Wood,Herringbone,10/4,2.47,European Oak,Oil,70,490,51.95,72.50,87.00,,Yes,,Yes
WO42665BES,Richmond Ormeley (Herringbone) Rustic,Bespoke by Woven & Woods,Wood,Herringbone,10/4,2.47,European Oak,Oil,70,490,56.95,80.00,96.00,,,,Yes
WO25476BES,Richmond Pembroke (Herringbone) Rustic,Bespoke by Woven & Woods,Wood,Herringbone,10/4,2.47,European Oak,Oil,70,490,51.95,72.50,87.00,,Yes,,Yes
WO70467BES,Richmond Sandycombe (Herringbone) Rustic,Bespoke by Woven & Woods,Wood,Herringbone,10/4,2.47,European Oak,Oil,70,490,51.95,72.50,87.00,,Yes,,Yes
WO98828BES,Richmond Syon (Herringbone) Rustic,Bespoke by Woven & Woods,Wood,Herringbone,10/4,2.47,European Oak,Oil,70,490,56.95,80.00,96.00,,Yes,,Yes
WO61570BES,Richmond Temperate (Herringbone) Rustic,Bespoke by Woven & Woods,Wood,Herringbone,10/4,2.47,European Oak,Oil,70,490,46.00,69.17,83.00,,Yes,,Yes
WO38758BES,Richmond Clarence (Herringbone) Prime,Bespoke by Woven & Woods,Wood,Herringbone,10/4,2.47,European Oak,Oil,70,490,59.95,84.17,101.00,,Yes,,Yes
WO46511BES,Richmond Wick (Herringbone) Prime,Bespoke by Woven & Woods,Wood,Herringbone,10/4,2.47,European Oak,Oil,70,490,54.95,76.67,92.00,,,,Yes
WO96711BES,Richmond Ormeley (Herringbone) Prime,Bespoke by Woven & Woods,Wood,Herringbone,10/4,2.47,European Oak,Oil,70,490,59.95,84.17,101.00,,Yes,,Yes
WO36268BES,Richmond Pembroke (Herringbone) Prime,Bespoke by Woven & Woods,Wood,Herringbone,10/4,2.47,European Oak,Oil,70,490,54.95,76.67,92.00,,,,Yes
WO49101BES,Richmond Sandycombe (Herringbone) Prime,Bespoke by Woven & Woods,Wood,Herringbone,10/4,2.47,European Oak,Oil,70,490,54.95,76.67,92.00,,,,Yes
WO68884BES,Richmond Syon (Herringbone) Prime,Bespoke by Woven & Woods,Wood,Herringbone,10/4,2.47,European Oak,Oil,70,490,59.95,84.17,101.00,,,,Yes
WO66861BES,"Richmond Temperate (Herringbone, Prime)",Bespoke by Woven & Woods,Wood,Herringbone,10/4,2.47,European Oak,Oil,70,490,49.00,73.33,88.00,,,,Yes
WO24553BES,"Richmond Garrick (Herringbone, Prime)",Bespoke by Woven & Woods,Wood,Herringbone,10/4,2.47,European Oak,Oil,70,490,61.00,85.00,102.00,,,,Yes
WO43923BES,Richmond Clarence (Chevron) Rustic,Bespoke by Woven & Woods,Wood,Chevron,10/4,0.9,European Oak,Oil,90,500,77.95,109.17,131.00,,,,Yes
WO91342BES,Richmond Wick (Chevron) Rustic,Bespoke by Woven & Woods,Wood,Chevron,10/4,0.9,European Oak,Oil,90,500,72.95,102.50,123.00,,,,Yes
WO25174BES,Richmond Ormeley (Chevron) Rustic,Bespoke by Woven & Woods,Wood,Chevron,10/4,0.9,European Oak,Oil,90,500,77.95,109.17,131.00,,,,Yes
WO38994BES,Richmond Pembroke (Chevron) Rustic,Bespoke by Woven & Woods,Wood,Chevron,10/4,0.9,European Oak,Oil,90,500,72.95,102.50,123.00,,Yes,,Yes
WO38448BES,Richmond Sandycombe (Chevron) Rustic,Bespoke by Woven & Woods,Wood,Chevron,10/4,0.9,European Oak,Oil,90,500,72.95,102.50,123.00,,,,Yes
WO73643BES,Richmond Syon (Chevron) Rustic,Bespoke by Woven & Woods,Wood,Chevron,10/4,0.9,European Oak,Oil,90,500,77.95,109.17,131.00,,,,Yes
WO20267BES,"Richmond Temperate (Chevron, Rustic)",Bespoke by Woven & Woods,Wood,Chevron,10/4,0.9,European Oak,Oil,90,500,67.00,94.17,113.00,,,,Yes
WO48837BES,Richmond Clarence (Chevron) Prime,Bespoke by Woven & Woods,Wood,Chevron,10/4,0.9,European Oak,Oil,90,500,76.95,107.50,129.00,,,,Yes
WO73387BES,Richmond Wick (Chevron) Prime,Bespoke by Woven & Woods,Wood,Chevron,10/4,0.9,European Oak,Oil,90,500,76.95,107.50,129.00,,,,Yes
WO62962BES,Richmond Ormeley (Chevron) Prime,Bespoke by Woven & Woods,Wood,Chevron,10/4,0.9,European Oak,Oil,90,500,76.95,107.50,129.00,,,,Yes
WO32632BES,Richmond Pembroke (Chevron) Prime,Bespoke by Woven & Woods,Wood,Chevron,10/4,0.9,European Oak,Oil,90,500,76.95,107.50,129.00,,,,Yes
WO40860BES,Richmond Sandycombe (Chevron) Prime,Bespoke by Woven & Woods,Wood,Chevron,10/4,0.9,European Oak,Oil,90,500,76.95,107.50,129.00,,,,Yes
WO77719BES,Richmond Syon (Chevron) Prime,Bespoke by Woven & Woods,Wood,Chevron,10/4,0.9,European Oak,Oil,90,500,81.95,110.83,133.00,,,,Yes
WO57081BES,"Richmond Temperate (Chevron, Prime)",Bespoke by Woven & Woods,Wood,Chevron,10/4,0.9,European Oak,Oil,90,500,71.00,99.17,119.00,,,,Yes
WO91831BES,"Richmond Garrick (Chevron, Prime)",Bespoke by Woven & Woods,Wood,Chevron,10/4,0.9,European Oak,Oil,90,500,61.00,85.00,102.00,,,,Yes
WO51087BES,Century Matt,Bespoke by Woven & Woods,Wood,Plank,15/3,2.64,European Oak,Oil,200,500 – 2200,74.00,103.33,124.00,,,,Yes
WO25865BES,Century Natural,Bespoke by Woven & Woods,Wood,Plank,15/3,2.64,European Oak,Oil,200,500 – 2200,70.00,98.33,118.00,,,,Yes
WO59407BES,Century Light Smoked,Bespoke by Woven & Woods,Wood,Plank,15/3,2.64,European Oak,Oil,200,500 – 2200,74.00,103.33,124.00,,,,Yes
WO33978BES,Century Medium Smoked,Bespoke by Woven & Woods,Wood,Plank,15/3,2.64,European Oak,Oil,200,500 – 2200,74.00,103.33,124.00,,,,Yes
WO12340BES,Century Dark Smoked,Bespoke by Woven & Woods,Wood,Plank,15/3,2.64,European Oak,Oil,200,500 – 2200,74.00,103.33,124.00,,,,Yes
WO57856BES,Century Black,Bespoke by Woven & Woods,Wood,Plank,15/3,2.64,European Oak,Oil,200,500 – 2200,74.00,103.33,124.00,,,,Yes