SKU,Product,Manufacturer,Category,Type,Thickness,Pack Quantity,Width,Length,Colours,Cost ex VAT,Sell ex VAT,Sell inc VAT,Twickenham,Richmond,Discontinued?,Show on Website?
RE49219AMT,Spacia 36+ Woods,Amtico,Vinyl,LVT,2.5,2.5,Various,Various,"Black Walnut, Blackened Spa Wood, Bleached Elm, Canopy Oak, Coastal Pine, Credenza Oak, Drift Pine, Dry Cedar, Dusky Walnut, Eden Oak, Estuary Pine, Exotic Walnut, Featured Oak, Hampton Oak, Haven Oak, Honey Oak, Iced Oak, Limed Wood Natural, Mulled Oak, Muted Oak, New England Oak, Noble Oak, Nordic Oak, Pale Ash, Powdered Oak, Royal Oak, Rustic Barn Wood, Sash Oak, Scorched Timber, Sherwood Oak, Smoked Timber, Smoothbark Hickory, Sun Bleached Oak, Traditional Oak, Urban Salvaged Timber, Warm Maple, Washed Salvaged Timber, Weathered Oak, White Ash, White Maple, White Oak, Worn Ash",31.25,46.65833333333333,55.99,,,,Yes
RE12477AMT,Spacia 36+ Stones,Amtico,Vinyl,LVT,2.5,2.5,Various,Various,"Amalfi, Black Marble, Bronze, Capri, Century Concrete, Ceramic Dark, Ceramic Ecru, Ceramic Flint, Ceramic Frost, Ceramic Light, Ceramic Sable, Dry Stone Alba, Earth, Fairford Stone, Gallery Concrete, Gibson, Grey Marble, Highball, Horizon, Julep, Kingham Stone, Lichen, Limestone Cool, Linear Stone Shale, Metropolis Ice, Metropolis Smoke, Mimosa, Mirus Cotton, Mirus Feather, Mirus Hemp, Monmouth Slate, Monument Concrete, Negroni, Pampas, Peak, Plaza Concrete, Rialto Concrete, Rose Marble, Salt, Sea, Sidecar, Snow, Stanton Stone, Steel, Villa Concrete, Vista, White Marble, Zinc",31.25,46.65833333333333,55.99,,,,Yes
RE43335AMT,Borders Décor Classic Mono DC257B,Amtico,Vinyl,LVT,2.5,Various,13,915,,19.6,26.65833333333333,31.99,,,,
RE25728AMT,Borders Pinstripe Bold AR0B4000,Amtico,Vinyl,LVT,2.5,Various,13,915,,19.6,26.65833333333333,31.99,,,,
RE31956AMT,Borders Pinstripe Fine AR0B4001,Amtico,Vinyl,LVT,2.5,Various,13,915,,19.6,26.65833333333333,31.99,,,,
RE29451AMT,Borders Pinstripe Medium AR0B4002,Amtico,Vinyl,LVT,2.5,Various,13,915,,19.6,26.65833333333333,31.99,,,,
RE32136AMT,Borders Marble Diamond Border DC296B,Amtico,Vinyl,LVT,2.5,Various,13,915,,19.6,26.65833333333333,31.99,,,,
RE87596AMT,Borders Gothic Arch Border AR0B670B,Amtico,Vinyl,LVT,2.5,Various,13,915,,11.0,16.65833333333333,19.99,,,,
RE12301AMT,Borders Ellipse Border AR0B7100,Amtico,Vinyl,LVT,2.5,Various,13,915,,11.0,16.65833333333333,19.99,,,,
RE31996AMT,Borders Mondrian Border AR0B7400,Amtico,Vinyl,LVT,2.5,Various,13,915,,11.0,16.65833333333333,19.99,,,,
RE79114AMT,Borders Metro Border AR0B6600,Amtico,Vinyl,LVT,2.5,Various,13,915,,11.0,16.65833333333333,19.99,,,,
RE29049AMT,Borders Deco Pleat Border AR0B680B,Amtico,Vinyl,LVT,2.5,Various,13,915,,11.0,16.65833333333333,19.99,,,,
RE53036AMT,Borders Piping Border AR0B6400,Amtico,Vinyl,LVT,2.5,Various,13,915,,11.0,16.65833333333333,19.99,,,,
RE18267AMT,Borders Offset Stripe Border AR0B7000,Amtico,Vinyl,LVT,2.5,Various,13,915,,11.0,16.65833333333333,19.99,,,,
RE49530AMT,Borders Broad Stripe Border AR0B6500,Amtico,Vinyl,LVT,2.5,Various,13,915,,11.0,16.65833333333333,19.99,,,,
RE54417AMT,Borders Square Border AR0B6200,Amtico,Vinyl,LVT,2.5,Various,13,915,,11.0,16.65833333333333,19.99,,,,
RE54160AMT,Borders Pyramid Border AR0B6000,Amtico,Vinyl,LVT,2.5,Various,13,915,,11.0,16.65833333333333,19.99,,,,
RE55700AMT,Borders Art Deco Border AR0B5100,Amtico,Vinyl,LVT,2.5,Various,13,915,,11.0,16.65833333333333,19.99,,,,
RE52577AMT,Borders Bevelled Diamond Border AR0B270B,Amtico,Vinyl,LVT,2.5,Various,13,915,,11.0,16.65833333333333,19.99,,,,
RE45926AMT,Borders Ellipse Grand Diamond Border AR0B7200,Amtico,Vinyl,LVT,2.5,Various,13,915,,11.0,16.65833333333333,19.99,,,,
RE97657AMT,Borders Etch Border AR0B8030/AR0B8060,Amtico,Vinyl,LVT,2.5,Various,13,915,,20.0,32.49166666666667,38.99,,,,
RE12014AMT,Motifs Muralist DC326,Amtico,Vinyl,LVT,2.5,Various,Various,Various,,112.9,146.65833333333333,175.99,,,,
RE46617AMT,Motifs Muralist DC325,Amtico,Vinyl,LVT,2.5,Various,Various,Various,,112.9,146.65833333333333,175.99,,,,
RE47027AMT,Motifs Muralist DC327,Amtico,Vinyl,LVT,2.5,Various,Various,Various,,112.9,146.65833333333333,175.99,,,,
RE47145AMT,Motifs Muralist DC328,Amtico,Vinyl,LVT,2.5,Various,Various,Various,,112.9,146.65833333333333,175.99,,,,
RE24866AMT,Motifs Lotus AR0MC400,Amtico,Vinyl,LVT,2.5,Various,Various,Various,,161.5,224.99166666666667,269.99,,,,
RE59699AMT,Motifs Pavilion AR0MC950,Amtico,Vinyl,LVT,2.5,Various,Various,Various,,161.5,224.99166666666667,269.99,,,,
RE53452AMT,Motifs Apollo AR0MC230,Amtico,Vinyl,LVT,2.5,Various,Various,Various,,67.8,95.82499999999999,114.99,,,,
RE39322AMT,Motifs Manhattan AR0MC220,Amtico,Vinyl,LVT,2.5,Various,Various,Various,,154.8,208.325,249.99,,,,
RE22056AMT,Motifs Myron AR0MC160,Amtico,Vinyl,LVT,2.5,Various,Various,Various,,84.8,112.49166666666667,134.99,,,,
RE34245AMT,Motifs Small Star AR0MC300,Amtico,Vinyl,LVT,2.5,Various,Various,Various,,99.8,137.49166666666667,164.99,,,,
RE37992AMT,Motifs Cassini Oval AR0MC190,Amtico,Vinyl,LVT,2.5,Various,Various,Various,,62.8,91.65833333333333,109.99,,,,
RE84292AMT,Motifs Origami AR0MC200,Amtico,Vinyl,LVT,2.5,Various,Various,Various,,99.8,137.49166666666667,164.99,,,,
RE35351AMT,Motifs Constellation AR0MC210,Amtico,Vinyl,LVT,2.5,Various,Various,Various,,107.0,149.99166666666667,179.99,,,,
RE86067AMT,Corners Décor Classic Mono DC257C,Amtico,Vinyl,LVT,2.5,Various,Various,Various,,13.4,18.325,21.99,,,,
RE24654AMT,Corners Square Corner AR0C4001,Amtico,Vinyl,LVT,2.5,Various,Various,Various,,13.4,18.325,21.99,,,,
RE77274AMT,Corners Feature Corner AR0C4002,Amtico,Vinyl,LVT,2.5,Various,Various,Various,,13.4,18.325,21.99,,,,
RE44410AMT,Corners Marble Diamond Corner DC296C,Amtico,Vinyl,LVT,2.5,Various,Various,Various,,13.4,18.325,21.99,,,,
RE74871AMT,Corners Gothic Arch Corner AR0C67SB,Amtico,Vinyl,LVT,2.5,Various,Various,Various,,5.85,10.825,12.99,,,,
RE74012AMT,Corners Ellipse Corner AR0C71S0 AR0C71R0,Amtico,Vinyl,LVT,2.5,Various,Various,Various,,5.85,10.825,12.99,,,,
RE12783AMT,Corners Mondrian Corner AR0C74S0,Amtico,Vinyl,LVT,2.5,Various,Various,Various,,5.85,10.825,12.99,,,,
RE40508AMT,Corners Deco Pleat Corner AR0C68SB,Amtico,Vinyl,LVT,2.5,Various,Various,Various,,5.85,10.825,12.99,,,,
RE81511AMT,Corners Broad Stripe Corner AR0C65S0,Amtico,Vinyl,LVT,2.5,Various,Various,Various,,5.85,10.825,12.99,,,,
RE69689AMT,Corners Square Corner AR0C62S0,Amtico,Vinyl,LVT,2.5,Various,Various,Various,,5.85,10.825,12.99,,,,
RE88399AMT,Corners Pyramid Corner AR0C60S0,Amtico,Vinyl,LVT,2.5,Various,Various,Various,,5.85,10.825,12.99,,,,
RE94178AMT,Corners Art Deco Corner AR0C51S0,Amtico,Vinyl,LVT,2.5,Various,Various,Various,,5.85,10.825,12.99,,,,
RE22913AMT,Corners Bevelled Diamond Corner AR0C27SB,Amtico,Vinyl,LVT,2.5,Various,Various,Various,,5.85,10.825,12.99,,,,
RE60687AMT,Corners Ellipse Grand Corner AR0C72S0,Amtico,Vinyl,LVT,2.5,Various,Various,Various,,5.85,10.825,12.99,,,,
RE36749AMT,Corners Etch Corner AR0C803S/AR0C806S,Amtico,Vinyl,LVT,2.5,Various,Various,Various,,14.1,18.325,21.99,,,,
RE74965AMT,Stripping (36 Strips) (915mm x 3mm),Amtico,Vinyl,LVT,2,Various,3,915,,11.35,18.325,21.99,,,,
RE75912AMT,Stripping (36 Strips) (915mm x 6mm),Amtico,Vinyl,LVT,2,Various,6,915,,20.25,31.658333333333335,37.99,,,,
RE81554AMT,Stripping (36 Strips) (915mm x 9.5mm),Amtico,Vinyl,LVT,2,Various,9.5,915,,23.0,34.99166666666667,41.99,,,,
RE24901AMT,Stripping (36 Strips) (915mm x 13mm),Amtico,Vinyl,LVT,2,Various,13,915,,27.35,42.49166666666667,50.99,,,,
RE83010AMT,Stripping (36 Strips) (915mm x 19mm),Amtico,Vinyl,LVT,2,Various,19,915,,36.35,55.824999999999996,66.99,,,,
RE60347HAR,Check Blue,Harvey Maria,Vinyl,LVT,2.5,1.115,305,305,,28.42,45.83333333333333,55.0,,,,
RE57526HAR,Check Flint,Harvey Maria,Vinyl,LVT,2.5,1.115,305,305,,28.42,45.83333333333333,55.0,,,,
RE75431HAR,Check Graphite,Harvey Maria,Vinyl,LVT,2.5,1.115,305,305,,28.42,45.83333333333333,55.0,,,,
RE35492HAR,Check Ochre,Harvey Maria,Vinyl,LVT,2.5,1.115,305,305,,28.42,45.83333333333333,55.0,,,,
RE38948HAR,Check Shadow,Harvey Maria,Vinyl,LVT,2.5,1.115,305,305,,28.42,45.83333333333333,55.0,,,,
RE46142HAR,Check Slate,Harvey Maria,Vinyl,LVT,2.5,1.115,305,305,,28.42,45.83333333333333,55.0,,,,
RE80170HAR,Dovetail Burnt Copper,Harvey Maria,Vinyl,LVT,2.5,1.115,305,305,,28.42,45.83333333333333,55.0,,,,
RE36759HAR,Dovetail Flax,Harvey Maria,Vinyl,LVT,2.5,1.115,305,305,,28.42,45.83333333333333,55.0,,,,
RE25245HAR,Dovetail French Clay,Harvey Maria,Vinyl,LVT,2.5,1.115,305,305,,28.42,45.83333333333333,55.0,,,,
RE62092HAR,Dovetail Ink Black,Harvey Maria,Vinyl,LVT,2.5,1.115,305,305,,28.42,45.83333333333333,55.0,,,,
RE93925HAR,Dovetail Lavastone,Harvey Maria,Vinyl,LVT,2.5,1.115,305,305,,28.42,45.83333333333333,55.0,,,,
RE76835HAR,Dovetail Ochre,Harvey Maria,Vinyl,LVT,2.5,1.115,305,305,,28.42,45.83333333333333,55.0,,,,
RE68042HAR,Dovetail Oxford Blue,Harvey Maria,Vinyl,LVT,2.5,1.115,305,305,,28.42,45.83333333333333,55.0,,,,
RE45133HAR,Heritage Colours Little Bricks Apple Green,Harvey Maria,Vinyl,LVT,2.5,1.115,305,152,,22.73,36.666666666666664,44.0,,,,
RE68250HAR,Heritage Colours Little Bricks Bay Blue,Harvey Maria,Vinyl,LVT,2.5,1.115,305,152,,22.73,36.666666666666664,44.0,,,,
RE99543HAR,Heritage Colours Little Bricks Fawn,Harvey Maria,Vinyl,LVT,2.5,1.115,305,152,,22.73,36.666666666666664,44.0,,,,
RE17326HAR,Heritage Colours Little Bricks Forget-Me-Not,Harvey Maria,Vinyl,LVT,2.5,1.115,305,152,,22.73,36.666666666666664,44.0,,,,
RE49720HAR,Heritage Colours Little Bricks Harvest Gold,Harvey Maria,Vinyl,LVT,2.5,1.115,305,152,,22.73,36.666666666666664,44.0,,,,
RE16213HAR,Heritage Colours Little Bricks Pumice,Harvey Maria,Vinyl,LVT,2.5,1.115,305,152,,22.73,36.666666666666664,44.0,,,,
RE47958HAR,Heritage Colours Little Bricks Soft Lilac,Harvey Maria,Vinyl,LVT,2.5,1.115,305,152,,22.73,36.666666666666664,44.0,,,,
RE12872HAR,Heritage Colours Little Bricks Steel,Harvey Maria,Vinyl,LVT,2.5,1.115,305,152,,22.73,36.666666666666664,44.0,,,,
RE79844HAR,Heritage Colours Little Bricks Venetian Red,Harvey Maria,Vinyl,LVT,2.5,1.115,305,152,,22.73,36.666666666666664,44.0,,,,
RE45186HAR,Heritage Colours Squares Bay Blue,Harvey Maria,Vinyl,LVT,2.5,1.115,228,228,,22.73,36.666666666666664,44.0,,,,
RE60606HAR,Heritage Colours Squares Linen White,Harvey Maria,Vinyl,LVT,2.5,1.115,228,228,,22.73,36.666666666666664,44.0,,,,
RE62374HAR,Heritage Colours Squares Stove Black,Harvey Maria,Vinyl,LVT,2.5,1.115,228,228,,22.73,36.666666666666664,44.0,,,,
RE88995HAR,Lattice Cherry Red,Harvey Maria,Vinyl,LVT,2.5,1.115,305,305,,27.13,43.75,52.5,,,,
RE21234HAR,Lattice Cornflower Blue,Harvey Maria,Vinyl,LVT,2.5,1.115,305,305,,27.13,43.75,52.5,,,,
RE25066HAR,Lattice Hay Field,Harvey Maria,Vinyl,LVT,2.5,1.115,305,305,,27.13,43.75,52.5,,,,
RE87414HAR,Lattice Hellebore,Harvey Maria,Vinyl,LVT,2.5,1.115,305,305,,27.13,43.75,52.5,,,,
RE91729HAR,Lattice Mist,Harvey Maria,Vinyl,LVT,2.5,1.115,305,305,,27.13,43.75,52.5,,,,
RE76200HAR,Lattice Pear Tree Green,Harvey Maria,Vinyl,LVT,2.5,1.115,305,305,,27.13,43.75,52.5,,,,
RE14624HAR,Lattice Pebble Grey,Harvey Maria,Vinyl,LVT,2.5,1.115,305,305,,27.13,43.75,52.5,,,,
RE15282HAR,Lattice Seedpod,Harvey Maria,Vinyl,LVT,2.5,1.115,305,305,,27.13,43.75,52.5,,,,
RE36687HAR,Lattice Strom Grey,Harvey Maria,Vinyl,LVT,2.5,1.115,305,305,,27.13,43.75,52.5,,,,
RE39674HAR,Lattice Tarn,Harvey Maria,Vinyl,LVT,2.5,1.115,305,305,,27.13,43.75,52.5,,,,
RE57159HAR,Organics Edge Cambrian,Harvey Maria,Vinyl,LVT,2.5,1.115,305,305,,27.13,43.75,52.5,,,,
RE80177HAR,Organics Edge Jurassic,Harvey Maria,Vinyl,LVT,2.5,1.115,305,305,,27.13,43.75,52.5,,,,
RE15331HAR,Organics Edge Natural,Harvey Maria,Vinyl,LVT,2.5,1.115,305,305,,27.13,43.75,52.5,,,,
RE41956HAR,Organics Edge Portland,Harvey Maria,Vinyl,LVT,2.5,1.115,305,305,,27.13,43.75,52.5,,,,
RE55401HAR,Organics Square Cambrian,Harvey Maria,Vinyl,LVT,2.5,1.115,305,305,,27.13,43.75,52.5,,,,
RE51365HAR,Organics Square Jurassic,Harvey Maria,Vinyl,LVT,2.5,1.115,305,305,,27.13,43.75,52.5,,,,
RE76415HAR,Organics Square Natural,Harvey Maria,Vinyl,LVT,2.5,1.115,305,305,,27.13,43.75,52.5,,,,
RE98493HAR,Organics Square Portland,Harvey Maria,Vinyl,LVT,2.5,1.115,305,305,,27.13,43.75,52.5,,,,
RE40346HAR,Organics Stone Cambrian,Harvey Maria,Vinyl,LVT,2.5,1.115,305,457,,27.13,43.75,52.5,,,,
RE27295HAR,Organics Stone Jurassic,Harvey Maria,Vinyl,LVT,2.5,1.115,305,457,,27.13,43.75,52.5,,,,
RE59676HAR,Organics Stone Natural,Harvey Maria,Vinyl,LVT,2.5,1.115,305,457,,27.13,43.75,52.5,,,,
RE24734HAR,Organics Stone Portland,Harvey Maria,Vinyl,LVT,2.5,1.115,305,457,,27.13,43.75,52.5,,,,
RE72993HAR,Parquet Charcoal,Harvey Maria,Vinyl,LVT,2.5,1.115,228,762,,28.42,45.83333333333333,55.0,,,,
RE48373HAR,Parquet Eggshell,Harvey Maria,Vinyl,LVT,2.5,1.115,228,762,,28.42,45.83333333333333,55.0,,,,
RE92465HAR,Parquet Heather,Harvey Maria,Vinyl,LVT,2.5,1.115,228,762,,28.42,45.83333333333333,55.0,,,,
RE93106HAR,Parquet Mimosa,Harvey Maria,Vinyl,LVT,2.5,1.115,228,762,,28.42,45.83333333333333,55.0,,,,
RE66322HAR,Parquet Red Oxide,Harvey Maria,Vinyl,LVT,2.5,1.115,228,762,,28.42,45.83333333333333,55.0,,,,
RE64419HAR,Parquet Sage,Harvey Maria,Vinyl,LVT,2.5,1.115,228,762,,28.42,45.83333333333333,55.0,,,,
RE54463HAR,Parquet Sky Blue,Harvey Maria,Vinyl,LVT,2.5,1.115,228,762,,28.42,45.83333333333333,55.0,,,,
RE69332HAR,Parquet Stone,Harvey Maria,Vinyl,LVT,2.5,1.115,228,762,,28.42,45.83333333333333,55.0,,,,
RE60086HAR,Parquet Thistle Grey,Harvey Maria,Vinyl,LVT,2.5,1.115,228,762,,28.42,45.83333333333333,55.0,,,,
RE34203HAR,Parquet Turquoise,Harvey Maria,Vinyl,LVT,2.5,1.115,228,762,,28.42,45.83333333333333,55.0,,,,
RE77778HAR,Pattern Ashen,Harvey Maria,Vinyl,LVT,2.5,1.115,305,305,,27.13,43.75,52.5,,,,
RE49141HAR,Pattern Larkspur,Harvey Maria,Vinyl,LVT,2.5,1.115,305,305,,27.13,43.75,52.5,,,,
RE44929HAR,Pattern Meadow Green,Harvey Maria,Vinyl,LVT,2.5,1.115,305,305,,27.13,43.75,52.5,,,,
RE96796HAR,Pattern Warm Terracotta,Harvey Maria,Vinyl,LVT,2.5,1.115,305,305,,27.13,43.75,52.5,,,,
RE38970HAR,Premium Woods Antique Oak,Harvey Maria,Vinyl,LVT,2.5,1.95,152,914,,20.15,33.25,39.9,,,,
RE90708HAR,Premium Woods Church Pine,Harvey Maria,Vinyl,LVT,2.5,1.95,152,914,,20.15,33.25,39.9,,,,
RE79109HAR,Premium Woods County Oak,Harvey Maria,Vinyl,LVT,2.5,1.95,152,914,,20.15,33.25,39.9,,,,
RE16431HAR,Premium Woods County Oak Parquet,Harvey Maria,Vinyl,LVT,2.5,1.95,101,304,,20.15,33.25,39.9,,,,
RE53579HAR,Premium Woods Fumed English Oak,Harvey Maria,Vinyl,LVT,2.5,1.95,152,914,,20.15,33.25,39.9,,,,
RE41460HAR,Premium Woods Fumed English Oak Parquet,Harvey Maria,Vinyl,LVT,2.5,1.95,101,304,,20.15,33.25,39.9,,,,
RE62599HAR,Premium Woods Lamp Wood,Harvey Maria,Vinyl,LVT,2.5,1.95,152,914,,20.15,33.25,39.9,,,,
RE77844HAR,Premium Woods Lamp Wood Parquet,Harvey Maria,Vinyl,LVT,2.5,1.95,101,304,,20.15,33.25,39.9,,,,
RE76939HAR,Premium Woods Limed Oak,Harvey Maria,Vinyl,LVT,2.5,1.95,152,914,,20.15,33.25,39.9,,,,
RE66951HAR,Premium Woods Limed Oak Parquet,Harvey Maria,Vinyl,LVT,2.5,1.95,101,304,,20.15,33.25,39.9,,,,
RE84141HAR,Premium Woods Natural Oak,Harvey Maria,Vinyl,LVT,2.5,1.95,152,914,,20.15,33.25,39.9,,,,
RE39163HAR,Premium Woods Pecan,Harvey Maria,Vinyl,LVT,2.5,1.95,152,914,,20.15,33.25,39.9,,,,
RE25797HAR,Premium Woods Portobello Oak,Harvey Maria,Vinyl,LVT,2.5,1.95,152,914,,20.15,33.25,39.9,,,,
RE56117HAR,Premium Woods Reclaimed Pine,Harvey Maria,Vinyl,LVT,2.5,1.95,152,914,,20.15,33.25,39.9,,,,
RE76650HAR,Premium Woods Sawn Oak,Harvey Maria,Vinyl,LVT,2.5,1.95,152,914,,20.15,33.25,39.9,,,,
RE88331HAR,Premium Woods Scrubbed Pecan,Harvey Maria,Vinyl,LVT,2.5,1.95,152,914,,20.15,33.25,39.9,,,,
RE33576HAR,Premium Woods Sussex Oak,Harvey Maria,Vinyl,LVT,2.5,1.95,152,914,,20.15,33.25,39.9,,,,
RE22531HAR,Premium Woods Sussex Oak Parquet,Harvey Maria,Vinyl,LVT,2.5,1.95,101,304,,20.15,33.25,39.9,,,,
RE57402HAR,Premium Woods Walnut,Harvey Maria,Vinyl,LVT,2.5,1.95,152,914,,20.15,33.25,39.9,,,,
