SKU,Product,Manufacturer,Supplier,Category,Type,Thickness,Pack Quantity,Species,Finish,Width,Length,Cost ex VAT,Sell ex VAT,Sell inc VAT,Twickenham,Richmond,Discontinued?,Show on Website?
WO19999WOO,Chepstow Flaxen Oak,Woodpecker,Woodpecker,Wood,Plank,21,2.166,European Oak,Oil,190,1900,76.0,106.66666666666666,128,,,,Yes
WO95338WOO,Chepstow Shale Oak,Woodpecker,Woodpecker,Wood,Plank,21,2.166,European Oak,Oil,190,1900,76.0,106.66666666666666,128,,,,Yes
WO48054WOO,Chepstow Silverglade Oak,Woodpecker,Woodpecker,Wood,Plank,21,2.166,European Oak,Oil,190,1900,76.0,106.66666666666666,128,,,,Yes
WO66768WOO,Chepstow Distressed Charcoal Oak (190),Woodpecker,Woodpecker,Wood,Plank,21,1.444,European Oak,Oil,190,1900,76.0,106.66666666666666,128,,Yes,,Yes
WO99050WOO,Chepstow Distressed Charcoal Oak (240),Woodpecker,Woodpecker,Wood,Plank,21,2.11,European Oak,Oil,240,2200,86.0,115.83333333333334,139,,Yes,,Yes
WO84516WOO,Berkeley White Oak,Woodpecker,Woodpecker,Wood,Plank,15,2.11,European Oak,Lacquer,190,1860,61.5,85.83333333333334,103,Yes,Yes,,Yes
WO18566WOO,Berkeley Grey Oak,Woodpecker,Woodpecker,Wood,Plank,15,2.11,European Oak,Lacquer,190,1860,61.5,85.83333333333334,103,Yes,Yes,,Yes
WO26409WOO,Berkeley Smoked Oak,Woodpecker,Woodpecker,Wood,Plank,15,2.166,European Oak,Lacquer,190,1860,61.5,85.83333333333334,103,Yes,Yes,,Yes
WO92791WOO,Berkeley Cathedral Oak,Woodpecker,Woodpecker,Wood,Plank,15,2.11,European Oak,Oil,190,1860,75.0,105.0,126,Yes,Yes,,Yes
WO92659WOO,Berkeley Archway Oak,Woodpecker,Woodpecker,Wood,Plank,16,2.166,European Oak,Lacquer,190,1860,75.0,105.0,126,,,,Yes
WO59348WOO,Berkeley Burnt Oak,Woodpecker,Woodpecker,Wood,Plank,15,2.11,European Oak,Lacquer,190,1860,61.5,85.83333333333334,103,Yes,Yes,,Yes
WO56911WOO,Berkeley Cottage Oak,Woodpecker,Woodpecker,Wood,Plank,15,2.11,European Oak,Lacquer,190,1860,75.0,105.0,126,Yes,Yes,,Yes
WO14846WOO,Berkeley Calico Oak,Woodpecker,Woodpecker,Wood,Plank,15,2.11,European Oak,Lacquer,190,1860,75.0,105.0,126,Yes,Yes,,Yes
WO84822WOO,Berkeley Classic Walnut,Woodpecker,Woodpecker,Wood,Plank,15,2.11,American Walnut,Lacquer,190,1860,75.0,105.0,126,Yes,Yes,,Yes
WO41191WOO,Berkeley Rugged Oak,Woodpecker,Woodpecker,Wood,Plank,15,2.11,European Oak,Oil,190,1860,75.0,105.0,126,Yes,Yes,,Yes
WO61203WOO,Berkeley Charterhouse Oak,Woodpecker,Woodpecker,Wood,Plank,15,2.11,European Oak,Oil,190,1860,75.0,105.0,126,,,,Yes
WO68468WOO,Berkeley Priory Oak,Woodpecker,Woodpecker,Wood,Plank,15,2.11,European Oak,Oil,190,1860,75.0,105.0,126,,,,Yes
WO16233WOO,Berkeley Cellar Oak,Woodpecker,Woodpecker,Wood,Plank,15,2.11,European Oak,Oil,190,1860,75.0,105.0,126,Yes,Yes,,Yes
WO45851WOO,Design Panels (750 X 750) Sandringham Limed Oak Multi Micro Bevel,Woodpecker,Woodpecker,Wood,Panel,15,0.56,European Oak,Oil,750,750,125.0,208.33333333333331,250,,Yes,,Yes
WO28160WOO,Design Panels (750 X 750) Sandringham Royal Oak Multi Micro Bevel,Woodpecker,Woodpecker,Wood,Panel,15,0.56,European Oak,Oil,750,750,125.0,208.33333333333331,250,,,,Yes
WO77318WOO,Design Panels (750 X 750) Sandringham Aged Oak Multi Micro Bevel,Woodpecker,Woodpecker,Wood,Panel,15,0.56,European Oak,Oil,750,750,125.0,208.33333333333331,250,,,,Yes
WO85448WOO,Design Panels (750 X 750) Highgrove Limed Oak No Bevel,Woodpecker,Woodpecker,Wood,Panel,15,0.56,European Oak,Oil,750,750,125.0,208.33333333333331,250,,,,Yes
WO62907WOO,Design Panels (750 X 750) Highgrove Royal Oak No Bevel,Woodpecker,Woodpecker,Wood,Panel,15,0.56,European Oak,Oil,750,750,125.0,208.33333333333331,250,,,,Yes
WO80640WOO,Design Panels (750 X 750) Highgrove Aged Oak No Bevel,Woodpecker,Woodpecker,Wood,Panel,15,0.56,European Oak,Oil,750,750,125.0,208.33333333333331,250,,,,Yes
WO67612VFX,Heritage Rockingham,V4,V4,Wood,Plank,14,2.888,European Oak,Oil,190,1900,45.5,68.33333333333333,82,,Yes,,Yes
WO71853VFX,Heritage Toridan,V4,V4,Wood,Plank,14,2.888,European Oak,Oil,190,1900,45.5,68.33333333333333,82,,Yes,,Yes
WO64794VFX,StripWall Panels Light Grey,V4,V4,Wood,Cladding,21,1.44,Spruce,Digital Foil Veneer,600,2400,30.3,50.0,60,,Yes,,
WO32078VFX,StripWall Panels Natural Oak Light,V4,V4,Wood,Cladding,21,1.44,Spruce,Digital Foil Veneer,600,2400,30.3,50.0,60,,Yes,,
WO36439VFX,StripWall Panels Natutal Oak,V4,V4,Wood,Cladding,21,1.44,Spruce,Digital Foil Veneer,600,2400,30.3,50.0,60,,Yes,,
WO68476VFX,StripWall Panels Solid Grey,V4,V4,Wood,Cladding,21,1.44,Spruce,Digital Foil Veneer,600,2400,30.3,50.0,60,,Yes,,
WO21573VFX,StripWall Panels Teak,V4,V4,Wood,Cladding,21,1.44,Spruce,Digital Foil Veneer,600,2400,30.3,50.0,60,,Yes,,
WO15544VFX,StripWall Panels Walnut,V4,V4,Wood,Cladding,21,1.44,Spruce,Digital Foil Veneer,600,2400,30.3,50.0,60,,Yes,,
WO62967VFX,StripWall Panels Washy Grey,V4,V4,Wood,Cladding,21,1.44,Spruce,Digital Foil Veneer,600,2400,30.3,50.0,60,,Yes,,
WO89220VFX,StripWall Panels Washy Natural,V4,V4,Wood,Cladding,21,1.44,Spruce,Digital Foil Veneer,600,2400,30.3,50.0,60,,Yes,,
WO95621VFX,Tundra Chevron Misty Grey,V4,V4,Wood,Chevron,9,L&R 5.06,European Oak,Oil,90,610,61.05,85.83333333333334,103,,Yes,,Yes
WO36045VFX,Tundra Chevron Natural,V4,V4,Wood,Chevron,9,L&R 5.06,European Oak,Oil,90,610,59.75,83.33333333333334,100,,Yes,,Yes
WO66013VFX,Tundra Chevron Seashell,V4,V4,Wood,Chevron,9,L&R 5.06,European Oak,Oil,90,610,61.05,85.83333333333334,103,,Yes,,Yes
WO20441VFX,Tundra Chevron Smoked,V4,V4,Wood,Chevron,10,L&R 4.62,European Oak,Oil,90,610,70.35,98.33333333333334,118,,Yes,,Yes
WO51598VFX,Tundra Chevron Thermo,V4,V4,Wood,Chevron,10,L&R 4.62,European Oak,Oil,90,610,65.7,91.66666666666666,110,,Yes,,Yes
WO93934VFX,Tundra Herringbone Misty Grey,V4,V4,Wood,Herringbone,11,L&R 4.12,European Oak,Oil,70,490,35.35,55.0,66,,Yes,,Yes
WO14281VFX,Tundra Herringbone Natural,V4,V4,Wood,Herringbone,11,L&R 4.12,European Oak,Oil,70,490,33.99,55.83333333333333,67,,Yes,,Yes
WO24358VFX,Tundra Herringbone Seashell,V4,V4,Wood,Herringbone,11,L&R 4.12,European Oak,Oil,70,490,35.35,55.0,66,,Yes,,Yes
WO40437VFX,Tundra Herringbone Smoked,V4,V4,Wood,Herringbone,11,L&R 4.12,European Oak,Oil,70,490,41.95,63.33333333333333,76,,Yes,,Yes
WO64023VFX,Tundra Herringbone Thermo,V4,V4,Wood,Herringbone,11,L&R 4.12,European Oak,Oil,70,490,37.99,59.16666666666667,71,,Yes,,Yes
WO82587VFX,Tundra Plank Misty Grey,V4,V4,Wood,Plank,14,1*,European Oak,Oil,190,1700 – 2000,59.6,83.33333333333334,100,,Yes,,Yes
WO33031VFX,Tundra Plank Natural,V4,V4,Wood,Plank,14,1*,European Oak,Oil,190,1700 – 2000,57.75,80.83333333333334,97,,Yes,,Yes
WO32205VFX,Tundra Plank Seashell,V4,V4,Wood,Plank,14,1*,European Oak,Oil,190,1700 – 2000,59.6,83.33333333333334,100,,Yes,,Yes
WO90033VFX,Tundra Plank Smoked,V4,V4,Wood,Plank,14,1*,European Oak,Oil,190,1700 – 2000,66.4,93.33333333333334,112,,Yes,,Yes
WO16957VFX,Tundra Plank Thermo,V4,V4,Wood,Plank,14,1*,European Oak,Oil,190,1700 – 2000,63.6,89.16666666666666,107,,Yes,,Yes
WO52803VFX,Unfinished Herringbone,V4,V4,Wood,Herringbone,14,1.44,European Oak,Unfinished,90,400,33.5,55.0,66,,Yes,,
WO12963VFX,Unfinished Plank,V4,V4,Wood,Plank,14,2.888,European Oak,Unfinished,190,1900,35.5,55.0,66,,Yes,,
WO62203VFX,Unfinished Versailles Panel,V4,V4,Wood,Panel,20,0.64,European Oak,Unfinished,800,800,54.0,75.83333333333333,91,,Yes,,
WO17682WOO ,Harlech Espresso Oak,Woodpecker,Woodpecker,Wood,Plank,15,2.166,European Oak,Lacquer,190,1900,49.0,73.33333333333333,88,Yes,Yes,,Yes
WO76304BES,Bridlington Buff (Solid Parquet),WFA,WFA,Wood,Herringbone,10,Check with WFA,European Oak,Oil,70,280,52.0,72.5,87,,Yes,,Yes
WO27971BES,Gateholm Grey (Solid Parquet),WFA,WFA,Wood,Herringbone,10,Check with WFA,European Oak,Oil,70,280,52.0,72.5,87,,Yes,,Yes
WO22834BES,Fistral Fawn (Solid Parquet),WFA,WFA,Wood,Herringbone,10,Check with WFA,European Oak,Oil,70,280,48.0,71.66666666666667,86,,Yes,,Yes
WO77525BES,Barleycove Beige (Solid Parquet),WFA,WFA,Wood,Herringbone,10,Check with WFA,European Oak,Oil,70,280,52.0,72.5,87,,Yes,,Yes
WO87053BES,Tawnyard Tan (Solid Parquet),WFA,WFA,Wood,Herringbone,10,Check with WFA,European Oak,Oil,70,280,52.0,72.5,87,,Yes,,Yes
WO46884BES,Woolacombe White (Solid Parquet),WFA,WFA,Wood,Herringbone,10,Check with WFA,European Oak,Oil,70,280,48.0,71.66666666666667,86,,Yes,,Yes
WO95786BES,Clevedon Cream (Solid Parquet),WFA,WFA,Wood,Herringbone,10,Check with WFA,European Oak,Oil,70,280,52.0,72.5,87,,Yes,,Yes
WO62246BES,Bempton Brown (Solid Parquet),WFA,WFA,Wood,Herringbone,10,Check with WFA,European Oak,Oil,70,280,52.0,72.5,87,,Yes,,Yes
WO70899BES,Cogley Carob (Solid Parquet),WFA,WFA,Wood,Herringbone,10,Check with WFA,European Oak,Oil,70,280,48.0,71.66666666666667,86,,Yes,,Yes
WO83520BES,Mealt Loch Mocha (Solid Parquet),WFA,WFA,Wood,Herringbone,10,Check with WFA,European Oak,Oil,70,280,52.0,72.5,87,,Yes,,Yes
WO55607BES,Bridlington Buff (Engineered),WFA,WFA,Wood,Herringbone,15/4,Check with WFA,European Oak,Oil,70,350,75.0,105.0,126,,Yes,,
WO77963BES,Gateholm Grey (Engineered),WFA,WFA,Wood,Herringbone,15/4,Check with WFA,European Oak,Oil,70,350,75.0,105.0,126,,Yes,,
WO54192BES,Fistral Fawn (Engineered),WFA,WFA,Wood,Herringbone,15/4,Check with WFA,European Oak,Oil,70,350,75.0,105.0,126,,Yes,,
WO83994BES,Barleycove Beige (Engineered),WFA,WFA,Wood,Herringbone,15/4,Check with WFA,European Oak,Oil,70,350,75.0,105.0,126,,Yes,,
WO15562BES,Tawnyard Tan (Engineered),WFA,WFA,Wood,Herringbone,15/4,Check with WFA,European Oak,Oil,70,350,75.0,105.0,126,,Yes,,
WO85318BES,Woolacombe White (Engineered),WFA,WFA,Wood,Herringbone,15/4,Check with WFA,European Oak,Oil,70,350,75.0,105.0,126,,Yes,,
WO30388BES,Clevedon Cream (Engineered),WFA,WFA,Wood,Herringbone,15/4,Check with WFA,European Oak,Oil,70,350,75.0,105.0,126,,Yes,,
WO48311BES,Bempton Brown (Engineered),WFA,WFA,Wood,Herringbone,15/4,Check with WFA,European Oak,Oil,70,350,75.0,105.0,126,,Yes,,
WO54522BES,Cogley Carob (Engineered),WFA,WFA,Wood,Herringbone,15/4,Check with WFA,European Oak,Oil,70,350,75.0,105.0,126,,Yes,,
WO23516BES,Mealt Loch Mocha (Engineered),WFA,WFA,Wood,Herringbone,15/4,Check with WFA,European Oak,Oil,70,350,75.0,105.0,126,,Yes,,
WO26206BES,Sardinia Villamar (180),WFA,WFA,Wood,Plank,12/3,Check with WFA,European Oak,Oil,180,600 – 2400,61.95,86.66666666666666,104,,Yes,,Yes
WO67432BES,Sardinia Soelli (180),WFA,WFA,Wood,Plank,12/3,Check with WFA,European Oak,Oil,180,600 – 2400,61.95,86.66666666666666,104,,Yes,,Yes
WO26164BES,Sardinia Guspini (180),WFA,WFA,Wood,Plank,12/3,Check with WFA,European Oak,Oil,180,600 – 2400,61.95,86.66666666666666,104,,Yes,,Yes
WO57957BES,Sardinia Posada (180),WFA,WFA,Wood,Plank,12/3,Check with WFA,European Oak,Oil,180,600 – 2400,61.95,86.66666666666666,104,,,,Yes
WO60019BES,Sardinia Pula (180),WFA,WFA,Wood,Plank,12/3,Check with WFA,European Oak,Oil,180,600 – 2400,56.95,80.0,96,,,,Yes
WO17541BES,Sardinia Neoneli (180),WFA,WFA,Wood,Plank,12/3,Check with WFA,European Oak,Oil,180,600 – 2400,61.95,86.66666666666666,104,,,,Yes
WO17192BES,Sardinia Pietra (180),WFA,WFA,Wood,Plank,12/3,Check with WFA,European Oak,Oil,180,600 – 2400,56.95,80.0,96,,,,Yes
WO24030BES,Sardinia Florinas (180),WFA,WFA,Wood,Plank,12/3,Check with WFA,European Oak,Oil,180,600 – 2400,56.95,80.0,96,,,,Yes
WO48666BES,Sardinia Loceri (180),WFA,WFA,Wood,Plank,12/3,Check with WFA,European Oak,Oil,180,600 – 2400,61.95,86.66666666666666,104,,,,Yes
WO89232BES,Sardinia Villamar (Herringbone),WFA,WFA,Wood,Herringbone,12/3,Check with WFA,European Oak,Oil,120,600,65.95,92.5,111,,,,Yes
WO94970BES,Sardinia Soelli (Herringbone),WFA,WFA,Wood,Herringbone,12/3,Check with WFA,European Oak,Oil,120,600,65.95,92.5,111,,,,Yes
WO34975BES,Sardinia Guspini (Herringbone),WFA,WFA,Wood,Herringbone,12/3,Check with WFA,European Oak,Oil,120,600,65.95,92.5,111,,,,Yes
WO46369BES,Sardinia Posada (Herringbone),WFA,WFA,Wood,Herringbone,12/3,Check with WFA,European Oak,Oil,120,600,60.95,85.0,102,,Yes,,Yes
WO74227BES,Sardinia Pula (Herringbone),WFA,WFA,Wood,Herringbone,12/3,Check with WFA,European Oak,Oil,120,600,60.95,85.0,102,,Yes,,Yes
WO63918BES,Sardinia Neoneli (Herringbone),WFA,WFA,Wood,Herringbone,12/3,Check with WFA,European Oak,Oil,120,600,65.95,92.5,111,,Yes,,Yes
WO62371BES,Sardinia Pietra (Herringbone),WFA,WFA,Wood,Herringbone,12/3,Check with WFA,European Oak,Oil,120,600,60.95,85.0,102,,Yes,,Yes
WO74194BES,Sardinia Florinas (Herringbone),WFA,WFA,Wood,Herringbone,12/3,Check with WFA,European Oak,Oil,120,600,60.95,85.0,102,,Yes,,Yes
WO68765BES,Sardinia Loceri (Herringbone),WFA,WFA,Wood,Herringbone,12/3,Check with WFA,European Oak,Oil,120,600,65.95,92.5,111,,Yes,,Yes
WO87225BES,Richmond Clarence (Herringbone) Rustic,WFA,WFA,Wood,Herringbone,10/4,Check with WFA,European Oak,Oil,70,490,56.95,80.0,96,,Yes,,Yes
WO85789BES,Richmond Wick (Herringbone) Rustic,WFA,WFA,Wood,Herringbone,10/4,Check with WFA,European Oak,Oil,70,490,51.95,72.5,87,,Yes,,Yes
WO42665BES,Richmond Ormeley (Herringbone) Rustic,WFA,WFA,Wood,Herringbone,10/4,Check with WFA,European Oak,Oil,70,490,56.95,80.0,96,,,,Yes
WO25476BES,Richmond Pembroke (Herringbone) Rustic,WFA,WFA,Wood,Herringbone,10/4,Check with WFA,European Oak,Oil,70,490,51.95,72.5,87,,Yes,,Yes
WO70467BES,Richmond Sandycombe (Herringbone) Rustic,WFA,WFA,Wood,Herringbone,10/4,Check with WFA,European Oak,Oil,70,490,51.95,72.5,87,,Yes,,Yes
WO98828BES,Richmond Syon (Herringbone) Rustic,WFA,WFA,Wood,Herringbone,10/4,Check with WFA,European Oak,Oil,70,490,56.95,80.0,96,,Yes,,Yes
WO61570BES,Richmond Temperate (Herringbone) Rustic,WFA,WFA,Wood,Herringbone,10/4,Check with WFA,European Oak,Oil,70,490,46.0,69.16666666666667,83,,Yes,,Yes
WO38758BES,Richmond Clarence (Herringbone) Prime,WFA,WFA,Wood,Herringbone,10/4,Check with WFA,European Oak,Oil,70,490,59.95,84.16666666666666,101,,Yes,,Yes
WO46511BES,Richmond Wick (Herringbone) Prime,WFA,WFA,Wood,Herringbone,10/4,Check with WFA,European Oak,Oil,70,490,54.95,76.66666666666667,92,,,,Yes
WO96711BES,Richmond Ormeley (Herringbone) Prime,WFA,WFA,Wood,Herringbone,10/4,Check with WFA,European Oak,Oil,70,490,59.95,84.16666666666666,101,,Yes,,Yes
WO36268BES,Richmond Pembroke (Herringbone) Prime,WFA,WFA,Wood,Herringbone,10/4,Check with WFA,European Oak,Oil,70,490,54.95,76.66666666666667,92,,,,Yes
WO49101BES,Richmond Sandycombe (Herringbone) Prime,WFA,WFA,Wood,Herringbone,10/4,Check with WFA,European Oak,Oil,70,490,54.95,76.66666666666667,92,,,,Yes
WO68884BES,Richmond Syon (Herringbone) Prime,WFA,WFA,Wood,Herringbone,10/4,Check with WFA,European Oak,Oil,70,490,59.95,84.16666666666666,101,,,,Yes
WO66861BES,"Richmond Temperate (Herringbone, Prime)",WFA,WFA,Wood,Herringbone,10/4,Check with WFA,European Oak,Oil,70,490,49.0,73.33333333333333,88,,,,Yes
WO24553BES,"Richmond Garrick (Herringbone, Prime)",WFA,WFA,Wood,Herringbone,10/4,Check with WFA,European Oak,Oil,70,490,61.0,85.0,102,,,,Yes
WO43923BES,Richmond Clarence (Chevron) Rustic,WFA,WFA,Wood,Chevron,10/4,Check with WFA,European Oak,Oil,90,500,77.95,109.16666666666666,131,,,,Yes
WO91342BES,Richmond Wick (Chevron) Rustic,WFA,WFA,Wood,Chevron,10/4,Check with WFA,European Oak,Oil,90,500,72.95,102.5,123,,,,Yes
WO25174BES,Richmond Ormeley (Chevron) Rustic,WFA,WFA,Wood,Chevron,10/4,Check with WFA,European Oak,Oil,90,500,77.95,109.16666666666666,131,,,,Yes
WO38994BES,Richmond Pembroke (Chevron) Rustic,WFA,WFA,Wood,Chevron,10/4,Check with WFA,European Oak,Oil,90,500,72.95,102.5,123,,Yes,,Yes
WO38448BES,Richmond Sandycombe (Chevron) Rustic,WFA,WFA,Wood,Chevron,10/4,Check with WFA,European Oak,Oil,90,500,72.95,102.5,123,,,,Yes
WO73643BES,Richmond Syon (Chevron) Rustic,WFA,WFA,Wood,Chevron,10/4,Check with WFA,European Oak,Oil,90,500,77.95,109.16666666666666,131,,,,Yes
WO20267BES,"Richmond Temperate (Chevron, Rustic)",WFA,WFA,Wood,Chevron,10/4,Check with WFA,European Oak,Oil,90,500,67.0,94.16666666666666,113,,,,Yes
WO48837BES,Richmond Clarence (Chevron) Prime,WFA,WFA,Wood,Chevron,10/4,Check with WFA,European Oak,Oil,90,500,76.95,107.5,129,,,,Yes
WO73387BES,Richmond Wick (Chevron) Prime,WFA,WFA,Wood,Chevron,10/4,Check with WFA,European Oak,Oil,90,500,76.95,107.5,129,,,,Yes
WO62962BES,Richmond Ormeley (Chevron) Prime,WFA,WFA,Wood,Chevron,10/4,Check with WFA,European Oak,Oil,90,500,76.95,107.5,129,,,,Yes
WO32632BES,Richmond Pembroke (Chevron) Prime,WFA,WFA,Wood,Chevron,10/4,Check with WFA,European Oak,Oil,90,500,76.95,107.5,129,,,,Yes
WO40860BES,Richmond Sandycombe (Chevron) Prime,WFA,WFA,Wood,Chevron,10/4,Check with WFA,European Oak,Oil,90,500,76.95,107.5,129,,,,Yes
WO77719BES,Richmond Syon (Chevron) Prime,WFA,WFA,Wood,Chevron,10/4,Check with WFA,European Oak,Oil,90,500,81.95,110.83333333333334,133,,,,Yes
WO57081BES,"Richmond Temperate (Chevron, Prime)",WFA,WFA,Wood,Chevron,10/4,Check with WFA,European Oak,Oil,90,500,71.0,99.16666666666666,119,,,,Yes
WO91831BES,"Richmond Garrick (Chevron, Prime)",WFA,WFA,Wood,Chevron,10/4,Check with WFA,European Oak,Oil,90,500,61.0,85.0,102,,,,Yes
WO51087BES,Century Matt,WFA,WFA,Wood,Plank,15/3,Check with WFA,European Oak,Oil,200,500 – 2200,74.0,103.33333333333334,124,,,,Yes
WO25865BES,Century Natural,WFA,WFA,Wood,Plank,15/3,Check with WFA,European Oak,Oil,200,500 – 2200,70.0,98.33333333333334,118,,,,Yes
WO59407BES,Century Light Smoked,WFA,WFA,Wood,Plank,15/3,Check with WFA,European Oak,Oil,200,500 – 2200,74.0,103.33333333333334,124,,,,Yes
WO33978BES,Century Medium Smoked,WFA,WFA,Wood,Plank,15/3,Check with WFA,European Oak,Oil,200,500 – 2200,74.0,103.33333333333334,124,,,,Yes
WO12340BES,Century Dark Smoked,WFA,WFA,Wood,Plank,15/3,Check with WFA,European Oak,Oil,200,500 – 2200,74.0,103.33333333333334,124,,,,Yes
WO57856BES,Century Black,WFA,WFA,Wood,Plank,15/3,Check with WFA,European Oak,Oil,200,500 – 2200,74.0,103.33333333333334,124,,,,Yes
